id,name,price,original_price,discount,rating,review_count,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
2454359,Thùng 48 Hộp Sữa Chua Lên Men Tự Nhiên Yomost Trái Lựu (170ml/Hộp),359000,454000,95000,4.8,620,,,,,,,,,
2454355,Thùng 48 Hộp Sữa Chua Lên Men Tự Nhiên Yomost Vị Cam (170ml/Hộp),359000,454000,95000,4.8,622,,,,,,,,,
1085852,Thùng 24 Chai Nước Tăng Lực Sting Đỏ Dâu (330ml/Chai),261600,300840,39240,5,764,,,,,,,,,
1064988,Trung Nguyên Legend - Cà phê hòa tan G7 2in1 - Hộp 15 gói x 16gr,73000,79031,6031,5,96,,,,,,,,,
278768350,Thùng 24 lon Bia Pháp Kronenbourg 1664 Blanc (330ml/lon) - Độ cồn 5%,447000,447000,0,0,0,,,,,,,,,
278574808,[ ĐƠN 399K TẶNG PHIN PHA CÀ PHÊ HIGHLANDS] Cà phê Rang xay Truyền Thống Highlands Coffee 200g,120000,120000,0,4.7,7,,,,,,,,,
278104134,Cà Phê Hòa Tan Sấy Lạnh Trung Nguyên Legend Gold - Hũ 100gr,209000,225504,16504,5,5,,,,,,,,,
276850676,Thùng 24 Chai Nước Uống Ion Kiềm Cao Cấp Đóng Chai Fujiwa 300ml - Nước uống Detox với Công Nghệ Điện Phân Ion Kiềm,84000,84000,0,5,1,,,,,,,,,
276567298,LẠP XƯỞNG TÔM TÂN LỘC PHÁT,212000,212000,0,4.5,134,,,,,,,,,
274765113,Thức Ăn Cho Mèo Con Whiskas Junior 2-12 MonthsVị Cá Biển 450g/Túi,54000,110000,56000,5,4,,,,,,,,,
273205945,Ngũ cốc ăn sáng KOKO KRUNCH (Hộp 300g),104000,200000,96000,5,3,,,,,,,,,
272421931,[Tặng 10 lon sữa gấu] Combo 4 hộp nước cốt cà phê NESCAFÉ - CÀ PHÊ ĐEN ĐÁ (4 hộp x 5 gói x 75ml),222000,222000,0,4.8,8,,,,,,,,,
253219920,(5KG) THỨC ĂN HẠT CHO MÈO MỌI LỨA TUỔI CATSRANG,495000,495000,0,4.8,12,,,,,,,,,
249713669,Rượu Mơ Nhật Haruka 14,60000,60000,0,5,4,,,,,,,,,
207854178,Trung Nguyên Legend - Hộp Quà Tặng Cà Phê Sáng Tạo 8 - Bộ Quà Tặng Giàu Có,633056,633056,0,4.7,16,,,,,,,,,
178285739,Thùng 24 túi kem đặc có đường Dutch Lady (24 túi x 545g),943000,1302000,359000,5,8,,,,,,,,,
155923704,Hạt Điều Rang Muối Bình Phước Nguyên Hạt Size A Cồ Hàng Loại 1 (500Gr),139900,139900,0,4.6,66,,,,,,,,,
154231122,Đường Sạch Cô Ba,20000,22000,2000,5,49,,,,,,,,,
143644327,Bia Trúc Bạch - Thùng 24 lon 330ml,500000,500000,0,5,143,,,,,,,,,
133683792,Dầu Ăn Meizan Gold 1L / 2L / 5L,105000,111000,6000,5,657,,,,,,,,,
125265584,{Freeship 50K} Rượu Whisky Chivas Extra 13YO Oloroso Sherry Cask 700ml 40% - Có hộp,869000,956000,87000,4.8,120,,,,,,,,,
114467209,Thùng 48 chai sữa chua uống hương cam Fristi 80ml,167000,255000,88000,5,99,,,,,,,,,
111626384,Combo 3 Cà Phê Đen Hòa Tan Espresso KING COFFEE - Hộp 100 gói x 2.5g + tặng 1 Cà Phê Đen,1189200,1415700,226500,4.8,14,,,,,,,,,
109392347,Đặc Sản Phan Thiết - Nước Mắm Tôm Biển Làng Chài Xưa 525Ml/Chai Hồng Ngọc Đại Dương 300 Năm Truyền Thống,45000,90000,45000,4.8,76,,,,,,,,,
66948974,Rượu Vang Đỏ Ladofoods Chateau Dalat Signature Shiraz 750ml 13% - Kèm Hộp,589000,720000,131000,4.6,12,,,,,,,,,
59201703,Ô mai Mơ  - Xí muội mặn có hạt (500gr),122000,122000,0,0,0,,,,,,,,,
58911324,cà phê Robusta Đắk Lắk 1kg,279000,279000,0,4.6,145,,,,,,,,,
58409812,Trung Nguyên Legend - Cà phê rang xay Chế phin 1 - Bịch 500gr,153513,153513,0,4.8,198,,,,,,,,,
53831604,Dầu gạo lứt Simply 2L,140000,149000,9000,5,411,,,,,,,,,
50488055,Trà Xanh Thượng Hạng  Tân Cương Thái Nguyên Khánh Nga 500g,265000,210000,-55000,4.6,104,,,,,,,,,
47242035,Ngũ Cốc Calbee,168000,168000,0,4.8,154,,,,,,,,,
37969824,Bột rau má nguyên chất Goce - 72g (24 gói x 3g),150000,150000,0,4.6,128,,,,,,,,,
32951824,Thùng Sữa đậu nành Vinasoy Fami Nguyên Chất ít đường (200ml x 36 Hộp),150000,214000,64000,5,426,,,,,,,,,
20648450,Thùng 48 Hộp Sữa Trái Cây Hương Cam KUN 180ml/hộp ( thẻ cào),355000,420000,65000,5,7,,,,,,,,,
11306505,Giấm táo hữu cơ Bragg,197000,197000,0,4.8,32,,,,,,,,,
2454357,Thùng 48 Hộp Sữa Chua Lên Men Tự Nhiên Yomost Bạc Hà - Việt Quất (170ml/Hộp),359000,454000,95000,4.8,715,,,,,,,,,
1692535,Thùng 12 Hộp Nước Dừa Cocoxim Xanh (330ml x12 Hộp),171072,171072,0,4.8,80,,,,,,,,,
484527,Đồ Ăn Cho Mèo Lớn Whiskas Vị Cá Biển Túi 480g,56000,118000,62000,4.8,42,,,,,,,,,
484398,Đồ Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 1.5kg,113000,200000,87000,4.7,122,,,,,,,,,
278856773,Bột mỳ hiệu Meizan bánh mỳ 1kg,65000,65000,0,0,0,,,,,,,,,
278582047,Lốc 3 hộp Sữa hạt Hạt dẻ Nguyên chất 137 DEGREES 180ml,103000,142000,39000,0,0,,,,,,,,,
278574643,[ QUÀ TẶNG THAY THẾ PHIN PHA CÀ PHÊ] Thùng 24 lon cà phê sữa Highlands Coffee 235ml,400000,400000,0,5,3,,,,,,,,,
278448320,ÁO  DÀI TẾT GẤM THÁI CAO CẤP TỪ 0.5-15KG DÀNH CHO THÚ CƯNG CHÓ MÈO,285000,285000,0,0,0,,,,,,,,,
278359949,Nước tương mật hoa dừa Sokfarm 200ml - 1L nước tương ít mặn không đậu nành không chất bảo quản,86000,86000,0,0,0,,,,,,,,,
278220365,Chà Là sấy khô nguyên cành Tunisia (hộp 500gr),200000,200000,0,4.8,9,,,,,,,,,
278025031,ÁO THUN ẤM DỄ THƯƠNG CHO THÚ CƯNG CHÓ MÈO,80000,80000,0,5,1,,,,,,,,,
276379975,Kẹo Dẻo Zoo Foam Jelly Dưa hấu Bibica,22846,22846,0,5,1,,,,,,,,,
275615721,Thùng Sữa hạt Veyo lên men tự nhiên Vị Nguyên bản Ít đường (30hộp x 180ml),189000,245000,56000,4,3,,,,,,,,,
275483424,Hạt Diêm mạch (Quinoa) 3 màu nhập khẩu từ Peru,43000,43000,0,0,0,,,,,,,,,
275244478,Hạt Nêm Aji-ngon Gà 900g,76000,80000,4000,5,2,,,,,,,,,
275131842,Thùng Veyo Sữa hạt Yến mạch (30 hộp x 180ml),255000,357000,102000,0,0,,,,,,,,,
274764345,Thức Ăn Cho Mèo Whiskas Adult 1+ Years Vị Cá Ngừ 3kg/Túi,275000,304000,29000,5,4,,,,,,,,,
273821841,Thùng 6 Lốc Mì ăn liền Koreno Vị Bò Cay Lốc 5 +1 gói,180263,180263,0,5,2,,,,,,,,,
273707338,Nước Mắm Phú Quốc Cá Cơm Tròn Vị 500ML - Minh Nam Foods,45600,48000,2400,5,3,,,,,,,,,
273596968,Thùng 30 Gói Mì Ăn Liền Koreno Vị Kim Chi 75g,195268,195268,0,4.8,4,,,,,,,,,
271247979,GẠO LỨT NHẬT HOKKAIDO YUMEPIRIKA,356000,356000,0,5,3,,,,,,,,,
270815249,Thức Ăn Hạt Cho Mèo Loại Mới Có Topping Cá Cơm Snappy Tom 1.5kg - YonaPetshop,150000,150000,0,4.8,9,,,,,,,,,
252051837,Yến Mạch Nguyên Chất Ăn Liền Xuân An [ko đường] Túi 400G(Tặng Kèm 1 Túi Yến Mạch 150G),70000,70000,0,0,0,,,,,,,,,
215588147,Hạt Chia Hữu Cơ - Tép 12g Tiện Dụng - Perfect Earth Organic Chia Seeds,127000,127000,0,5,2,,,,,,,,,
175876921,Thức Ăn Ướt Pate Cho Mèo,380,51000,51000,0,5,,,,,,,,,
169197351,Cà phê viên nén Dolce Gusto Carraro - Hộp 16 viên - Nhập khẩu chính hãng từ Ý,183600,183600,0,4.5,11,,,,,,,,,
166088547,[Bao Bì Tết] Combo 3 Đường mía thiên nhiên Biên Hòa 1kg/túi,109800,109800,0,5,9,,,,,,,,,
146932805,Xương ORGO Bổ Sung Canxi Gặm Sạch Răng Thơm Miệng Cho Chó Gói 90g,29000,29000,0,5,5,,,,,,,,,
142310525,Cà Phê Phin Cầu Đất (Arabica & Robusta) Rang Mộc DalatFarm - Hộp 250Gr (Dạng Bột),170000,170000,0,4.8,52,,,,,,,,,
107548406,Gạo Thơm Đặc Sản ST25 Neptune túi 5kg,199000,210000,11000,4.8,272,,,,,,,,,
77118754,Hạt Điều Rang Muối Lafooco 450g,254000,254000,0,4.6,16,,,,,,,,,
66993225,{Freeship 50K} Rượu Whisky Chivas Regal 12 (700ml) 39.7% - 40.3% - Kèm Hộp,990000,1089000,99000,4.8,260,,,,,,,,,
52227046,Trà Oolong Tấm Cầu Đất - Túi 500Gr -  Nguyên liệu làm trà sữa tự pha chế trà sữa đài loan Dalat Farm,150000,150000,0,4.7,205,,,,,,,,,
13409436,Kem đặc có đường Dutch Lady túi 545g,36000,45000,9000,4.8,362,,,,,,,,,
278672472,Thùng 48 hộp sữa tươi tiệt trùng TH True Milk  ít đường 110ml,330000,359000,29000,5,1,,,,,,,,,
278495865,Thùng Vinasoy Fami Green soy rất ít đường hộp (10 hộp x 1 Lít),250000,338000,88000,5,1,,,,,,,,,
277570623,Thực phẩm bổ sung Trà Vị Đào NESTEA hộp 12 gói x 12 g,34000,50000,16000,5,1,,,,,,,,,
277472171,THỨC ĂN HẠT DÀNH CHO MÈO ZOI CAT TÚI 1Kg,58000,58000,0,5,2,,,,,,,,,
276432524,Nước tương MAGGI đậu nành thanh dịu 700ml,27000,40000,13000,5,5,,,,,,,,,
274765124,Thức Ăn Cho Mèo Whiskas Adult 1+ YearsVị Cá Ngừ 480g/Túi,50000,100000,50000,5,2,,,,,,,,,
274764344,[Bộ 2] Thức Ăn Cho Mèo Con Whiskas Junior 2-12 Months Vị Cá Thu & Cá Biển (Mix Vị) 1.1kg/Túi,258000,351000,93000,5,2,,,,,,,,,
273289509,Cà Phê Sữa PLUS Hòa Tan 3IN1 KING COFFEE - Hộp 10 gói x 20g,49600,57600,8000,4.7,3,,,,,,,,,
213717712,Thùng 30 Gói Hủ Tiếu Sườn Heo Cung Đình (85g x 30 gói),289000,309000,20000,5,5,,,,,,,,,
200629234,[Tặng Bộ 2 ly thủy tinh] Combo 2 Bịch Cà phê Hòa tan NESCAFÉ VỊ RANG ĐẬM 46 gói Đậm Thơm Hoàn Hảo,374000,374000,0,5,40,,,,,,,,,
197636988,Thùng 48 Bịch Sữa Tiệt Trùng Dutch Lady Cô Gái Hà Lan Hương Dâu 180ml,307000,433000,126000,4.7,29,,,,,,,,,
184620363,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Vinamilk Green Farm - Sữa Tươi 100% Không Đường 180ml,560000,560000,0,5,1,,,,,,,,,
181774503,Gói bột chiên giòn Meizan 1kg,38000,50000,12000,5,2,,,,,,,,,
178285551,Thùng 48 hộp thức uống từ sữa chua lên men tự nhiên hiệu Fristi 100ml,188000,259000,71000,4.7,61,,,,,,,,,
126218728,Cafe Hoà tan 3 in 1 Ngon (Bịch To 60 gói) Trần Quang,140000,140000,0,4.7,143,,,,,,,,,
116765898,Thùng Sữa đậu nành Vinasoy Fami Canxi vị Cà Phê (200ml x 36 Hộp),153000,214000,61000,5,134,,,,,,,,,
114809866,Nước tương MAGGI đậu nành đậm đặc 700ml,34000,41000,7000,5,179,,,,,,,,,
95735106,Trà Xanh Hương Dứa DalatFarm - Túi 150Gr,60000,60000,0,4.8,138,,,,,,,,,
91456901,Mì Spaghetti Olivoilà N.5 Nhập Khẩu Ý 500g,80000,80000,0,0,0,,,,,,,,,
71979469,Trà Oolong Kim Tuyên Cầu Đất - Túi 200Gr,155000,155000,0,4.8,291,,,,,,,,,
58408425,Trung Nguyên Legend - Cà phê rang xay Chế phin 4 - Bịch 500gr,228000,246077,18077,4.8,144,,,,,,,,,
56863272,Cà phê hạt nguyên chất Coffee Tree đặc biêt (1kg) gu đậm đắng thơm - Cà phê pha phin hoặc pha máy từ BMT hiệu Coffee Tree,465000,465000,0,4.7,173,,,,,,,,,
54022812,Combo 3 Túi Hạt Bí Rang Trọng Nhân 500gr,259000,259000,0,4.7,26,,,,,,,,,
45307202,Bánh Thưởng Cho Mèo Temptations Vị Gà 75g/túi,49000,69000,20000,4,2,,,,,,,,,
32372321,Combo 2 hộp Gạo Hữu Cơ Hoa Nắng - Gạo Lứt 2kg,290000,290000,0,4.5,11,,,,,,,,,
20648418,Thùng 48 Hộp Sữa Trái Cây KUN Hương Dâu 180ml/hộp(thẻ cào),355000,420000,65000,5,11,,,,,,,,,
6008295,Thùng Phở Bò Hà Nội Micoem Cung Đình (30 Gói),265000,285000,20000,4.5,59,,,,,,,,,
2906923,Gạo lứt nâu hữu cơ cao cấp/ECOBA Kim Mễ 1kg - Gạo lứt giảm cân - Cơm ngon mềm dẻo,125000,125000,0,4.8,148,,,,,,,,,
1914875,Nui Cao Cấp Meizan (400g),22000,28000,6000,4.7,26,,,,,,,,,
658770,Đồ Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Bao (20kg),1032000,3094000,2062000,4.6,18,,,,,,,,,
537425,Thùng 30 Gói Mì Cung Đình Hương Vị Thịt Hầm Nấm (79g/Gói),229000,260000,31000,5,11,,,,,,,,,
516057,Sữa Bột Full Cream Devondale (1Kg / Túi),333000,456000,123000,4.5,471,,,,,,,,,
484524,Đồ Ăn Cho Mèo Con Whiskas Vị Cá Biển Và Sữa Dạng Túi 1.1 Kg,130000,140000,10000,4.7,207,,,,,,,,,
278631551,Cà Phê Robusta Rang Mộc Nguyên Chất Đất Cà Phê 500g | Pure Robusta Coffee 500g - Gu Đậm Đà,169000,275000,106000,5,1,,,,,,,,,
278613718,Bình nước Kita Slim Eco Highlands 500ml màu ngẫu nhiên,100000,100000,0,0,0,,,,,,,,,
278591617,Bỉm Quần Vệ Sinh Dành Cho Chó Đực Pet Soft Bịch 12 Miếng,119000,119000,0,0,0,,,,,,,,,
278495151,Thùng Veyo sữa hạt 05 loại cao cấp (10 hộp x 1 Lít),478000,699000,221000,0,0,,,,,,,,,
276596653,BỘT CACAO NGUYÊN CHẤT TÂN LỘC PHÁT,170000,170000,0,4.3,4,,,,,,,,,
276584805,HẠT ĐIỀU RANG MUỐI VỠ TÂN LỘC PHÁT,190000,190000,0,4.2,52,,,,,,,,,
275925772,Cà Phê Arabica Nguyên Chất Đất Cà Phê 250g | Pure Arabica Coffee Cầu Đất Đà Lạt - Gu Thanh Nhẹ,17500,35000,17500,5,2,,,,,,,,,
275421162,500g đường nho Pháp tạo đông tào phớ đậu hũ ngon béo (Chiết từ bao 25kg) glucono delta lactone,93000,93000,0,0,0,,,,,,,,,
274764369,[Combo 12 Gói] Thức Ăn Cho Mèo Con WHISKAS Junior 2-12 months Vị Cá Ngừ 80g/Gói,144000,217000,73000,5,8,,,,,,,,,
274545039,Thùng 48 hộp KUN 100% Sữa tươi có đường 180ml/hộp,307000,499000,192000,4.8,6,,,,,,,,,
274470123,CƠM SẤY GẠO LỨT TÂN LỘC PHÁT BỊCH 130G,65000,65000,0,0,0,,,,,,,,,
273596958,Thùng 24 Gói Mì Koreno Rong Biển Vị Ngao 102g,310000,338476,28476,5,1,,,,,,,,,
273377993,Thùng 30 Gói Mì 3 Miền Tôm Hùm 65g,113400,124740,11340,4.8,8,,,,,,,,,
273288748,Thùng 30 Gói Mì 3 Miền Tôm Chua Cay 65g,113400,124740,11340,4.7,7,,,,,,,,,
273170271,Thức Ăn Hạt Cho Chó Lớn Vị Thịt Bò Ganador Adult Roasted Beef Gói 3kg,158000,158000,0,0,0,,,,,,,,,
272421929,[TẶNG 2 lon sữa gấu] Nước cốt cà phê NESCAFÉ - CÀ PHÊ SỮA ĐÁ (hộp 5 gói),50000,56000,6000,4.8,32,,,,,,,,,
247415331,[DATE MỚI] [ 5KG ] - Thức ăn hạt Cho Mèo Mọi Lứa Tuổi Catsrang chính hãng,99000,99000,0,5,2,,,,,,,,,
189473820,Combo 12 gói pate Nekko cho mèo 70g,202000,202000,0,5,24,,,,,,,,,
178265062,Quế Cây Tự Nhiên Vipep Hũ Nhựa 200g,127800,127800,0,5,4,,,,,,,,,
174510619,Đặc Sản Kon Tum - 1Kg Chuối Hột Rừng Hàng đẹp Giá Rẻ chuyên Ngâm Chum  OCOP 3 Sao,68000,68000,0,4.6,7,,,,,,,,,
154231134,Đường Mía Thượng hạng,20000,22000,2000,5,50,,,,,,,,,
98329111,Thùng 24 Lon Nước Ngọt Có Gas Mirinda Xá Xị (320ml/Lon),226800,260820,34020,4.7,382,,,,,,,,,
72301784,Bột gạo lứt - mè đen - hạt sen 500g - ( MS),95000,95000,0,4.7,155,,,,,,,,,
68301390,Thùng 24 hộp Sữa tươi tiệt trùng chứa tổ yến Vinamilk Green farm - hộp 180ml,263000,342000,79000,5,223,,,,,,,,,
67533786,Trung Nguyên Legend Success 3 - Lon 340gr,287280,287280,0,4.5,15,,,,,,,,,
66475968,Trà Lài Cầu Đất Đặc Biệt - Hộp 110Gr (Trà hoa Nhài - Jasmine Tea) Dalat Farm,90000,90000,0,4.8,254,,,,,,,,,
58451648,Trung Nguyên Legend - Cà phê hoà tan rang xay 3in1 Cafe sữa đá - Hộp 9 gói x 25gr,100000,107775,7775,5,260,,,,,,,,,
58407240,Trung Nguyên Legend - Cà phê rang xay Sáng tạo 3 - Bịch 340gr,118000,130192,12192,5,137,,,,,,,,,
42836770,500gr Trà khổ qua rừng,235000,235000,0,4.6,35,,,,,,,,,
21973771,Sữa dinh dưỡng Vinamilk ADM Có Đường - Thùng 48 hộp 110ml,218000,264000,46000,5,91,,,,,,,,,
16608351,Trà Lá Sen Túi Lọc (Sấy Lạnh) Hương Sen Việt (2g x 25 Túi),70000,70000,0,4.5,21,,,,,,,,,
13409548,Thùng 48 hộp thức uống lúa mạch hương vị socola Ovaltine DHA+ 180ml,395000,395000,0,4.7,207,,,,,,,,,
2570813,Thùng 24 Ly Mì Chay Cung Đình Rau Nấm Chua Cay (69g / Ly),214000,226000,12000,5,32,,,,,,,,,
2454325,Thùng 48 Hộp Sữa Uống Dutch Lady Cô Gái Hà Lan Vị Dâu Cao Khỏe (48X170ml),337000,493000,156000,4.8,177,,,,,,,,,
720610,Trà Sữa Hòa Tan Royal Myanmar Teamix Royal010600 (30 Gói) - [8888311091083],126000,140000,14000,4.7,189,,,,,,,,,
537532,Thùng 12 Tô Mì Khoai Tây Cung Đình Kool Sốt Spaghetti Hương Vị Thịt Bò Bằm Và Cà Chua 105g,178000,187000,9000,5,11,,,,,,,,,
278673572,Thùng 48 hộp sữa tươi tiệt trùng Dalatmilk có đường 110ml,292000,354000,62000,0,0,,,,,,,,,
278596767,Thùng 30 Gói Mì Omachi Sườn Hầm Ngũ Quả (80gr x 30 gói),278300,300000,21700,0,0,,,,,,,,,
277995229,Mắm ruốc ăn liền (ăn thấy me tươi có hột chua chua rất ngon) nguyên liệu tươi thơm ngon đặc biệt Làng Chài Xưa 400g,110000,110000,0,4.5,2,,,,,,,,,
277386540,Combo 3 Kẹo Cứng Migita Bibica 70g,20261,22512,2251,0,0,,,,,,,,,
275414763,Bia Reeper B. Weissbier 5.4% 500ml (bia lúa mì),40000,40000,0,5,5,,,,,,,,,
275244477,Hạt Nêm Aji-ngon Heo 400g,36000,38000,2000,0,0,,,,,,,,,
274923711,Cà Phê Hạt Larob,370880,370880,0,0,0,,,,,,,,,
274765116,Thức Ăn Cho Mèo Con Whiskas Junior 2-12 Months Mackerel Flavour Vị Cá Thu 1.1kg/Túi,130000,184000,54000,5,1,,,,,,,,,
274499619,Hạt Đậu Gà Khô Trắng Hữu Cơ Just Organik Organic Chickpea Nhập Khẩu Ấn Độ Ăn Dặm Cho Bé 500g,125000,125000,0,0,0,,,,,,,,,
274048925,Hạt cho mèo Bite Of Wild - Petour Singapore - Túi seal 1kg,220000,220000,0,5,1,,,,,,,,,
273821867,Thùng 6 Lốc Mì Trộn Tương Đen Koreno Jjajangmen (5 gói/lốc),300000,312455,12455,5,1,,,,,,,,,
273000838,Rượu Soju Rice+ vị Truyền Thống,50000,50000,0,0,0,,,,,,,,,
253220856,(1kg) Thức ăn cho mèo mọi lứa tuổi Catsrang,96000,96000,0,5,1,,,,,,,,,
189604485,Cà phê phin giấy Robusta Lâm Đồng DalatFarm - Hộp 10 túi x 10 g,140000,140000,0,4.8,14,,,,,,,,,
185924455,Ngăn phóng uế,-400,99000,99000,0,5,,,,,,,,,
127352503,500G LẠP XƯỞNG HEO TƯƠI MAI QUẾ LỘ CHẤT LƯỢNG HIỆU SK FOOD,99000,99000,0,4.5,22,,,,,,,,,
126218812,Trà Sữa uống liền Teamix Hoà tan Trần Quang,65000,65000,0,5,7,,,,,,,,,
121361892,Hạt Dổi Mắc Khén Doispice cực thơm tiết kiệm tiện sử dụng 25g,40000,40000,0,4.8,29,,,,,,,,,
75487755,1KG HẠT ĐIỀU VỎ LỤA RANG MUỐI XẾP HOA CAO CẤP THƯƠNG HIỆU SK FOOD,259000,259000,0,4.5,175,,,,,,,,,
57300896,Cà phê bột 100% nguyên chất truyền thống số 2 (500gr) Coffee Tree gu vừa vị chuẩn truyền thống,190800,190800,0,4.8,189,,,,,,,,,
54693149,Trà Đen Cầu Đất DalatFarm - Túi 250Gr (Hồng Trà - Black Tea nguyên liệu pha chế trà sữa trà đào),60000,60000,0,4.8,415,,,,,,,,,
48696728,Sữa Hạt Hạnh Nhân ALMOND BREEZE Nguyên Chất Không Đường Hộp 946ml,129320,129320,0,4.7,106,,,,,,,,,
45307207,Bánh Thưởng Cho Mèo Temptations Vị Hải Sản 75g/túi,49000,70000,21000,0,0,,,,,,,,,
21073614,Dấm táo BRAGG Hữu cơ Nhập khẩu USA chai 946ml,293000,293000,0,5,16,,,,,,,,,
20648428,Thùng 48 Hộp Sữa Trái Cây Hương Trái Cây KUN 180ml/hộp(thẻ cào),355000,420000,65000,4.8,6,,,,,,,,,
19647294,Thức Ăn Cho Mèo Me-O Adult Vị Cá Ngừ (350g),28400,28400,0,4.7,48,,,,,,,,,
14965881,Thùng 24 Hộp Sữa Tươi Nguyên Kem Meadow Fresh (200ml / Hộp),280000,700000,420000,4.8,508,,,,,,,,,
12629696,Thùng Sữa đậu nành Vinasoy Fami nguyên chất (200ml x 36 Hộp),158000,214000,56000,5,382,,,,,,,,,
1679009,Bánh Xương Chó Kiểng Pedigree Dentastix (60g),36000,42100,6100,4.5,5,,,,,,,,,
1085854,Thùng 24 Lon Nước Trái Cây Twister Cam (320ml/Lon),259200,298080,38880,5,130,,,,,,,,,
566893,Bột Ngọt Ajinomoto 1kg (Hạt Lớn),150000,150000,0,5,275,,,,,,,,,
278772756,Trung Nguyên Legend Cà Phê Rang Xay Chất Tiên Phong - Túi 30 Gói 20g,249000,268920,19920,0,0,,,,,,,,,
278672532,Thùng 48 bịch sữa tươi tiệt trùng Dalatmilk ít đường 220ml,440000,490000,50000,0,0,,,,,,,,,
278574787,Cà phê hạt Full City Roast Highlands Coffee 1kg,665000,665000,0,3,2,,,,,,,,,
276702804,Bột tẩm khô chiên giòn Aji Quick gói 42 g,15000,15000,0,0,0,,,,,,,,,
276562587,HẠT HƯỚNG DƯƠNG CHẮC HẠT BỔ DƯỠNG TÂN LỘC PHÁT,125000,125000,0,4.3,28,,,,,,,,,
276387276,Quả bồ kết khô - Bồ kết chắc hạt thơm và quả to,99000,99000,0,2.7,3,,,,,,,,,
276138875,Cà phê viên nén Nespresso - Carraro Rich Flavor - Hộp 10 viên - Nhập khẩu chính hãng từ Ý,129600,129600,0,5,5,,,,,,,,,
275952558,Táo Đỏ Tân Cương Sấy Giòn Không Hạt 250g VietTin Mart,100000,100000,0,4.2,5,,,,,,,,,
275928612,Muối hồng Himalaya Dạng Mịn,100,10000,10000,0,0,,,,,,,,,
275515308,Combo Thùng 06 Chai Nước Mắm Cốt Đặc Biệt Lê Gia - Nước mắm truyền thống cá cơm,830000,830000,0,4.8,34,,,,,,,,,
274764342,[Combo 12 Gói] Thức Ăn Cho Mèo WHISKAS 1+ years Vị Cá Thu 80g/Gói,151000,217000,66000,5,4,,,,,,,,,
272226724,Kẹo Hồng Sâm Hàn Quốc Không Đường Ginseng House - Bịch đỏ 500g - Giảm Mệt Mỏi & Căng Thẳng,129000,159000,30000,0,0,,,,,,,,,
270680214,Hạt Yến Mạch Nguyên Cám Úc Xuân An [ko đường] Túi 500G (100% Australian Wholegrain Oats)(Tặng Kèm 1 Túi Yến Mạch 150G),70000,70000,0,0,0,,,,,,,,,
263693181,Đặc Sản Bình Thuận  -  Ruốc Sấy Ăn Liền Đầm Sen - 170G,32000,32000,0,5,2,,,,,,,,,
263114994,Combo 2 Hộp Yến Mạch Nguyên Chất Ăn Liền Xuân An [ko đường] 400G(Tặng Kèm 2 Túi Yến Mạch 150G),140000,140000,0,5,3,,,,,,,,,
251392177,COMBO 5 Lon Pate Cho Mèo Vị Cá Ngừ Và Cá Biển Whiskas 400g - YonaPetshop,50000,50000,0,4.6,7,,,,,,,,,
249203200,Bột ca cao nguyên chất vị truyền thống Cacao Mi loại Original đặc sản Việt Nam làm quà biếu tặng chuẩn xuất khẩu 127g,79000,79000,0,5,1,,,,,,,,,
212556466,Thức ăn Rùa Nước GREENABC – Cung cấp dinh dưỡng tăng kích thước,50230,135000,135000,0,5,,,,,,,,,
197333416,Hạt chia không biến đổi gen hữu cơ Peru_Organic chia seeds non GMO from Peru,47500,50000,2500,5,10,,,,,,,,,
181134349,Cà Phê Robusta Lâm Đồng Rang Mộc Nguyên Chất- Hộp 250Gr (Dạng Bột),160000,160000,0,4.8,20,,,,,,,,,
168561896,Cà phê Trần Quang NGON cafe sữa uống liền bịch 24 gói,59000,59000,0,4.8,19,,,,,,,,,
98565189,Thùng 24 Lon Nước Uống Có Gaz Pepsi Vị Chanh Không Calo (320ml/Lon),237750,273413,35663,4.7,2206,,,,,,,,,
74729558,Bột ngũ cốc Damtuh Hàn Quốc 900g (1 hộp 50 gói,18,269000,269000,0,5,,,,,,,,,
73187297,Hạt bí xanh tách vỏ (500gr),85000,85000,0,5,1,,,,,,,,,
54059156,Nam Việt Quất Sấy Khô  Only Nature 120 gram,66960,66960,0,4.8,8,,,,,,,,,
45213011,200g Trà long nhãn - Nhãn nhục,83000,83000,0,4.5,93,,,,,,,,,
29279193,Hạt lanh nâu Brown Flaxseeds,28000,28000,0,5,56,,,,,,,,,
22553303,Nước mắm Khải Hoàn Phú Quốc 43 độ đam 215ml thùng 6 chai,415000,415000,0,4.7,19,,,,,,,,,
2287857,Thùng 24 Chai Nước Giải Khát Revive Chanh Muối (390ml/Chai),230400,264960,34560,5,365,,,,,,,,,
2161877,Thịt Heo Hộp SPAM Giảm Mặn 340g - Nhập Khẩu Mỹ | Hormel SPAM Less Sodium 340g,141800,141800,0,4.8,44,,,,,,,,,
